q_num,answer,sec_num,sec_name
4,ArchitecturalConcrete,01 25 00,Substitution Procedures
4,ArchitecturalConcrete,01 26 00,Contract Modification Procedures
4,ArchitecturalConcrete,01 29 00,Payment Procedures
4,ArchitecturalConcrete,01 31 00,Project Management and Coordination
4,ArchitecturalConcrete,01 32 00,Construction Progress Documentation
4,ArchitecturalConcrete,01 33 00,Submittal Procedures
4,ArchitecturalConcrete,01 40 00,Quality Requirements
4,ArchitecturalConcrete,01 50 00,Temporary Facilities and Controls
4,ArchitecturalConcrete,01 60 00,Product Requirements
4,ArchitecturalConcrete,01 73 00,Execution
4,ArchitecturalConcrete,01 74 19,Construction Waste Management and Disposal
4,ArchitecturalConcrete,01 77 00,Closeout Procedures
4,ArchitecturalConcrete,01 78 23,Operation and Maintenance Data
4,ArchitecturalConcrete,01 78 39,Project Record Documents
4,ArchitecturalConcrete,01 79 00,Demonstration and Training
4,ArchitecturalConcrete,06 10 53,Miscellaneous Rough Carpentry
4,ArchitecturalConcrete,07 84 13,Penetration Firestopping
4,ArchitecturalConcrete,07 84 43,Joint Firestopping
4,ArchitecturalConcrete,07 92 00,Joint Sealants
4,ArchitecturalConcrete,08 11 13,Hollow Metal Doors and Frames
4,ArchitecturalConcrete,08 71 00,Door Hardware
4,ArchitecturalConcrete,08 80 00,Glazing
4,ArchitecturalConcrete,09 22 16,Non-Structural Metal Framing
4,ArchitecturalConcrete,09 29 00,Gypsum Board
4,ArchitecturalConcrete,09 51 13,Acoustical Panel Ceilings
4,ArchitecturalConcrete,09 91 00,Painting
5,CMU,04 20 00,Unit Masonry
5,CMU,00 00 01,Cover Page
5,CMU,00 01 10,Table of Contents
5,CMU,01 13 00,Delegated Design Requirements
5,CMU,01 25 00,Substitution Procedures
5,CMU,01 26 00,Contract Modification Procedures
5,CMU,01 29 00,Payment Procedures
5,CMU,01 31 00,Project Management and Coordination
5,CMU,01 32 00,Construction Progress Documentation
5,CMU,01 33 00,Submittal Procedures
5,CMU,01 40 00,Quality Requirements
5,CMU,01 50 00,Temporary Facilities and Controls
5,CMU,01 60 00,Product Requirements
5,CMU,01 73 00,Execution
5,CMU,01 74 19,Construction Waste Management and Disposal
5,CMU,01 77 00,Closeout Procedures
5,CMU,01 78 23,Operation and Maintenance Data
5,CMU,01 78 39,Project Record Documents
5,CMU,01 79 00,Demonstration and Training
5,CMU,06 10 53,Miscellaneous Rough Carpentry
5,CMU,07 84 13,Penetration Firestopping
5,CMU,07 84 43,Joint Firestopping
5,CMU,07 92 00,Joint Sealants
5,CMU,08 11 13,Hollow Metal Doors and Frames
5,CMU,08 71 00,Door Hardware
5,CMU,08 80 00,Glazing
5,CMU,09 22 16,Non-Structural Metal Framing
5,CMU,09 29 00,Gypsum Board
5,CMU,09 51 13,Acoustical Panel Ceilings
5,CMU,09 91 00,Painting
6,Carpet,09 65 13,Resilient Base and Accessories
6,Carpet,09 68 13,Tile Carpeting
6,Carpet,09 68 16,Sheet Carpeting
6,Carpet,00 00 01,Cover Page
6,Carpet,00 01 10,Table of Contents
6,Carpet,01 13 00,Delegated Design Requirements
6,Carpet,01 25 00,Substitution Procedures
6,Carpet,01 26 00,Contract Modification Procedures
6,Carpet,01 29 00,Payment Procedures
6,Carpet,01 31 00,Project Management and Coordination
6,Carpet,01 32 00,Construction Progress Documentation
6,Carpet,01 33 00,Submittal Procedures
6,Carpet,01 40 00,Quality Requirements
6,Carpet,01 50 00,Temporary Facilities and Controls
6,Carpet,01 60 00,Product Requirements
6,Carpet,01 73 00,Execution
6,Carpet,01 74 19,Construction Waste Management and Disposal
6,Carpet,01 77 00,Closeout Procedures
6,Carpet,01 78 23,Operation and Maintenance Data
6,Carpet,01 78 39,Project Record Documents
6,Carpet,01 79 00,Demonstration and Training
6,Carpet,06 10 53,Miscellaneous Rough Carpentry
6,Carpet,07 84 13,Penetration Firestopping
6,Carpet,07 84 43,Joint Firestopping
6,Carpet,07 92 00,Joint Sealants
6,Carpet,08 11 13,Hollow Metal Doors and Frames
6,Carpet,08 71 00,Door Hardware
6,Carpet,08 80 00,Glazing
6,Carpet,09 22 16,Non-Structural Metal Framing
6,Carpet,09 29 00,Gypsum Board
6,Carpet,09 51 13,Acoustical Panel Ceilings
6,Carpet,09 91 00,Painting
6,ResilientFlooring,09 65 13,Resilient Base and Accessories
6,ResilientFlooring,09 65 16,Resilient Sheet Vinyl Flooring
6,ResilientFlooring,09 65 18,Resilient Sheet Rubber Flooring
6,ResilientFlooring,09 65 19,Resilient Tile Flooring
6,ResilientFlooring,09 65 19,Resilient Tile Flooring
6,ResilientFlooring,09 65 43,Linoleum Flooring
6,ResilientFlooring,00 00 01,Cover Page
6,ResilientFlooring,00 01 10,Table of Contents
6,ResilientFlooring,01 13 00,Delegated Design Requirements
6,ResilientFlooring,01 25 00,Substitution Procedures
6,ResilientFlooring,01 26 00,Contract Modification Procedures
6,ResilientFlooring,01 29 00,Payment Procedures
6,ResilientFlooring,01 31 00,Project Management and Coordination
6,ResilientFlooring,01 32 00,Construction Progress Documentation
6,ResilientFlooring,01 33 00,Submittal Procedures
6,ResilientFlooring,01 40 00,Quality Requirements
6,ResilientFlooring,01 50 00,Temporary Facilities and Controls
6,ResilientFlooring,01 60 00,Product Requirements
6,ResilientFlooring,01 73 00,Execution
6,ResilientFlooring,01 74 19,Construction Waste Management and Disposal
6,ResilientFlooring,01 77 00,Closeout Procedures
6,ResilientFlooring,01 78 23,Operation and Maintenance Data
6,ResilientFlooring,01 78 39,Project Record Documents
6,ResilientFlooring,01 79 00,Demonstration and Training
6,ResilientFlooring,06 10 53,Miscellaneous Rough Carpentry
6,ResilientFlooring,07 84 13,Penetration Firestopping
6,ResilientFlooring,07 84 43,Joint Firestopping
6,ResilientFlooring,07 92 00,Joint Sealants
6,ResilientFlooring,08 11 13,Hollow Metal Doors and Frames
6,ResilientFlooring,08 71 00,Door Hardware
6,ResilientFlooring,08 80 00,Glazing
6,ResilientFlooring,09 22 16,Non-Structural Metal Framing
6,ResilientFlooring,09 29 00,Gypsum Board
6,ResilientFlooring,09 51 13,Acoustical Panel Ceilings
6,ResilientFlooring,09 91 00,Painting
6,Tile,09 30 13,Tiling
6,Tile,00 00 01,Cover Page
6,Tile,00 01 10,Table of Contents
6,Tile,01 13 00,Delegated Design Requirements
6,Tile,01 25 00,Substitution Procedures
6,Tile,01 26 00,Contract Modification Procedures
6,Tile,01 29 00,Payment Procedures
6,Tile,01 31 00,Project Management and Coordination
6,Tile,01 32 00,Construction Progress Documentation
6,Tile,01 33 00,Submittal Procedures
6,Tile,01 40 00,Quality Requirements
6,Tile,01 50 00,Temporary Facilities and Controls
6,Tile,01 60 00,Product Requirements
6,Tile,01 73 00,Execution
6,Tile,01 74 19,Construction Waste Management and Disposal
6,Tile,01 77 00,Closeout Procedures
6,Tile,01 78 23,Operation and Maintenance Data
6,Tile,01 78 39,Project Record Documents
6,Tile,01 79 00,Demonstration and Training
6,Tile,06 10 53,Miscellaneous Rough Carpentry
6,Tile,07 84 13,Penetration Firestopping
6,Tile,07 84 43,Joint Firestopping
6,Tile,07 92 00,Joint Sealants
6,Tile,08 11 13,Hollow Metal Doors and Frames
6,Tile,08 71 00,Door Hardware
6,Tile,08 80 00,Glazing
6,Tile,09 22 16,Non-Structural Metal Framing
6,Tile,09 29 00,Gypsum Board
6,Tile,09 51 13,Acoustical Panel Ceilings
6,Tile,09 91 00,Painting
6,Wood,09 64 00,Wood Flooring
6,Wood,09 64 36,Bamboo Flooring
6,Wood,09 64 66,Wood Athletic Flooring
6,Wood,00 00 01,Cover Page
6,Wood,00 01 10,Table of Contents
6,Wood,01 13 00,Delegated Design Requirements
6,Wood,01 25 00,Substitution Procedures
6,Wood,01 26 00,Contract Modification Procedures
6,Wood,01 29 00,Payment Procedures
6,Wood,01 31 00,Project Management and Coordination
6,Wood,01 32 00,Construction Progress Documentation
6,Wood,01 33 00,Submittal Procedures
6,Wood,01 40 00,Quality Requirements
6,Wood,01 50 00,Temporary Facilities and Controls
6,Wood,01 60 00,Product Requirements
6,Wood,01 73 00,Execution
6,Wood,01 74 19,Construction Waste Management and Disposal
6,Wood,01 77 00,Closeout Procedures
6,Wood,01 78 23,Operation and Maintenance Data
6,Wood,01 78 39,Project Record Documents
6,Wood,01 79 00,Demonstration and Training
6,Wood,06 10 53,Miscellaneous Rough Carpentry
6,Wood,07 84 13,Penetration Firestopping
6,Wood,07 84 43,Joint Firestopping
6,Wood,07 92 00,Joint Sealants
6,Wood,08 11 13,Hollow Metal Doors and Frames
6,Wood,08 71 00,Door Hardware
6,Wood,08 80 00,Glazing
6,Wood,09 22 16,Non-Structural Metal Framing
6,Wood,09 29 00,Gypsum Board
6,Wood,09 51 13,Acoustical Panel Ceilings
6,Wood,09 91 00,Painting
6,Terrazzo,09 66 23,Resinous Matrix Terrazzo
6,Terrazzo,00 00 01,Cover Page
6,Terrazzo,00 01 10,Table of Contents
6,Terrazzo,01 13 00,Delegated Design Requirements
6,Terrazzo,01 25 00,Substitution Procedures
6,Terrazzo,01 26 00,Contract Modification Procedures
6,Terrazzo,01 29 00,Payment Procedures
6,Terrazzo,01 31 00,Project Management and Coordination
6,Terrazzo,01 32 00,Construction Progress Documentation
6,Terrazzo,01 33 00,Submittal Procedures
6,Terrazzo,01 40 00,Quality Requirements
6,Terrazzo,01 50 00,Temporary Facilities and Controls
6,Terrazzo,01 60 00,Product Requirements
6,Terrazzo,01 73 00,Execution
6,Terrazzo,01 74 19,Construction Waste Management and Disposal
6,Terrazzo,01 77 00,Closeout Procedures
6,Terrazzo,01 78 23,Operation and Maintenance Data
6,Terrazzo,01 78 39,Project Record Documents
6,Terrazzo,01 79 00,Demonstration and Training
6,Terrazzo,06 10 53,Miscellaneous Rough Carpentry
6,Terrazzo,07 84 13,Penetration Firestopping
6,Terrazzo,07 84 43,Joint Firestopping
6,Terrazzo,07 92 00,Joint Sealants
6,Terrazzo,08 11 13,Hollow Metal Doors and Frames
6,Terrazzo,08 71 00,Door Hardware
6,Terrazzo,08 80 00,Glazing
6,Terrazzo,09 22 16,Non-Structural Metal Framing
6,Terrazzo,09 29 00,Gypsum Board
6,Terrazzo,09 51 13,Acoustical Panel Ceilings
6,Terrazzo,09 91 00,Painting
7,AcousticalGypsumBoard,09 56 13,Acoustical Perforated Gypsum Board Ceilings
7,AcousticalGypsumBoard,00 00 01,Cover Page
7,AcousticalGypsumBoard,00 01 10,Table of Contents
7,AcousticalGypsumBoard,01 13 00,Delegated Design Requirements
7,AcousticalGypsumBoard,01 25 00,Substitution Procedures
7,AcousticalGypsumBoard,01 26 00,Contract Modification Procedures
7,AcousticalGypsumBoard,01 29 00,Payment Procedures
7,AcousticalGypsumBoard,01 31 00,Project Management and Coordination
7,AcousticalGypsumBoard,01 32 00,Construction Progress Documentation
7,AcousticalGypsumBoard,01 33 00,Submittal Procedures
7,AcousticalGypsumBoard,01 40 00,Quality Requirements
7,AcousticalGypsumBoard,01 50 00,Temporary Facilities and Controls
7,AcousticalGypsumBoard,01 60 00,Product Requirements
7,AcousticalGypsumBoard,01 73 00,Execution
7,AcousticalGypsumBoard,01 74 19,Construction Waste Management and Disposal
7,AcousticalGypsumBoard,01 77 00,Closeout Procedures
7,AcousticalGypsumBoard,01 78 23,Operation and Maintenance Data
7,AcousticalGypsumBoard,01 78 39,Project Record Documents
7,AcousticalGypsumBoard,01 79 00,Demonstration and Training
7,AcousticalGypsumBoard,06 10 53,Miscellaneous Rough Carpentry
7,AcousticalGypsumBoard,07 84 13,Penetration Firestopping
7,AcousticalGypsumBoard,07 84 43,Joint Firestopping
7,AcousticalGypsumBoard,07 92 00,Joint Sealants
7,AcousticalGypsumBoard,08 11 13,Hollow Metal Doors and Frames
7,AcousticalGypsumBoard,08 71 00,Door Hardware
7,AcousticalGypsumBoard,08 80 00,Glazing
7,AcousticalGypsumBoard,09 22 16,Non-Structural Metal Framing
7,AcousticalGypsumBoard,09 29 00,Gypsum Board
7,AcousticalGypsumBoard,09 51 13,Acoustical Panel Ceilings
7,AcousticalGypsumBoard,09 91 00,Painting
7,AcousticalBaffles,09 54 47,Blade Acoustical Panels
7,AcousticalBaffles,00 00 01,Cover Page
7,AcousticalBaffles,00 01 10,Table of Contents
7,AcousticalBaffles,01 13 00,Delegated Design Requirements
7,AcousticalBaffles,01 25 00,Substitution Procedures
7,AcousticalBaffles,01 26 00,Contract Modification Procedures
7,AcousticalBaffles,01 29 00,Payment Procedures
7,AcousticalBaffles,01 31 00,Project Management and Coordination
7,AcousticalBaffles,01 32 00,Construction Progress Documentation
7,AcousticalBaffles,01 33 00,Submittal Procedures
7,AcousticalBaffles,01 40 00,Quality Requirements
7,AcousticalBaffles,01 50 00,Temporary Facilities and Controls
7,AcousticalBaffles,01 60 00,Product Requirements
7,AcousticalBaffles,01 73 00,Execution
7,AcousticalBaffles,01 74 19,Construction Waste Management and Disposal
7,AcousticalBaffles,01 77 00,Closeout Procedures
7,AcousticalBaffles,01 78 23,Operation and Maintenance Data
7,AcousticalBaffles,01 78 39,Project Record Documents
7,AcousticalBaffles,01 79 00,Demonstration and Training
7,AcousticalBaffles,06 10 53,Miscellaneous Rough Carpentry
7,AcousticalBaffles,07 84 13,Penetration Firestopping
7,AcousticalBaffles,07 84 43,Joint Firestopping
7,AcousticalBaffles,07 92 00,Joint Sealants
7,AcousticalBaffles,08 11 13,Hollow Metal Doors and Frames
7,AcousticalBaffles,08 71 00,Door Hardware
7,AcousticalBaffles,08 80 00,Glazing
7,AcousticalBaffles,09 22 16,Non-Structural Metal Framing
7,AcousticalBaffles,09 29 00,Gypsum Board
7,AcousticalBaffles,09 51 13,Acoustical Panel Ceilings
7,AcousticalBaffles,09 91 00,Painting
7,Wood,09 54 26,Wood Veneer Panel Ceilings
7,Wood,00 00 01,Cover Page
7,Wood,00 01 10,Table of Contents
7,Wood,01 13 00,Delegated Design Requirements
7,Wood,01 25 00,Substitution Procedures
7,Wood,01 26 00,Contract Modification Procedures
7,Wood,01 29 00,Payment Procedures
7,Wood,01 31 00,Project Management and Coordination
7,Wood,01 32 00,Construction Progress Documentation
7,Wood,01 33 00,Submittal Procedures
7,Wood,01 40 00,Quality Requirements
7,Wood,01 50 00,Temporary Facilities and Controls
7,Wood,01 60 00,Product Requirements
7,Wood,01 73 00,Execution
7,Wood,01 74 19,Construction Waste Management and Disposal
7,Wood,01 77 00,Closeout Procedures
7,Wood,01 78 23,Operation and Maintenance Data
7,Wood,01 78 39,Project Record Documents
7,Wood,01 79 00,Demonstration and Training
7,Wood,06 10 53,Miscellaneous Rough Carpentry
7,Wood,07 84 13,Penetration Firestopping
7,Wood,07 84 43,Joint Firestopping
7,Wood,07 92 00,Joint Sealants
7,Wood,08 11 13,Hollow Metal Doors and Frames
7,Wood,08 71 00,Door Hardware
7,Wood,08 80 00,Glazing
7,Wood,09 22 16,Non-Structural Metal Framing
7,Wood,09 29 00,Gypsum Board
7,Wood,09 51 13,Acoustical Panel Ceilings
7,Wood,09 91 00,Painting
7,Metal,09 51 33,Acoustical Metal Pan Ceilings
7,Metal,09 54 13,Open Cell Metal Ceilings
7,Metal,09 54 13,Open Cell Metal Ceilings
7,Metal,09 54 23,Linear Plank Metal Ceilings
7,Metal,00 00 01,Cover Page
7,Metal,00 01 10,Table of Contents
7,Metal,01 13 00,Delegated Design Requirements
7,Metal,01 25 00,Substitution Procedures
7,Metal,01 26 00,Contract Modification Procedures
7,Metal,01 29 00,Payment Procedures
7,Metal,01 31 00,Project Management and Coordination
7,Metal,01 32 00,Construction Progress Documentation
7,Metal,01 33 00,Submittal Procedures
7,Metal,01 40 00,Quality Requirements
7,Metal,01 50 00,Temporary Facilities and Controls
7,Metal,01 60 00,Product Requirements
7,Metal,01 73 00,Execution
7,Metal,01 74 19,Construction Waste Management and Disposal
7,Metal,01 77 00,Closeout Procedures
7,Metal,01 78 23,Operation and Maintenance Data
7,Metal,01 78 39,Project Record Documents
7,Metal,01 79 00,Demonstration and Training
7,Metal,06 10 53,Miscellaneous Rough Carpentry
7,Metal,07 84 13,Penetration Firestopping
7,Metal,07 84 43,Joint Firestopping
7,Metal,07 92 00,Joint Sealants
7,Metal,08 11 13,Hollow Metal Doors and Frames
7,Metal,08 71 00,Door Hardware
7,Metal,08 80 00,Glazing
7,Metal,09 22 16,Non-Structural Metal Framing
7,Metal,09 29 00,Gypsum Board
7,Metal,09 51 13,Acoustical Panel Ceilings
7,Metal,09 91 00,Painting
